GID	predOf	DMCg	logFSY	logFRY	PA	StC	Anthractnose	ManchaBranca	ManchaParda	QueimaFolhas
1798	BR-21GS-C3-141-2	GETGV	0.492497422220261	-0.0718991721435532	0.170899765420459	0.663991531506024	0.917219378437605	-0.0142797503660393	-0.00134713834038468	0.00755329566466484	4.45258135804833e-05
1799	BR-21GS-C3-141-11	GEBV	0.516399813273845	0.0857417695062573	0.18236734488072	-0.038810194610951	0.814402927692305	0	-0.00724978241922854	-0.0104539943587562	0
1800	BR-21GS-C3-141-11	GETGV	0.731679883206953	0.144295806793627	0.282405338255054	0.255864333803012	0.814402927692305	-0.0136228785730159	-0.0100636121083238	-0.0104539943587562	-1.06742475549062e-05
1801	BR-21GS-C3-142-8	GEBV	1.23809254120648	-0.0709990008434938	0.0142118461133041	0.0306482352334035	0.649335678077187	0	-0.00850216258943212	0.00535208706483654	0
1802	BR-21GS-C3-142-8	GETGV	1.12724794923732	-0.0464050228618392	0.159798059246749	0.369446029513116	0.649335678077187	-0.0111508899257589	-0.0606789665145944	0.00535208706483654	-5.85138587390225e-06
1803	BR-21GS-C3-143-6	GEBV	0.0171988327759527	0.0990583991128159	0.190622589367962	-0.401206293466937	-0.0444397836450446	0	-0.0133648420552611	0.0231963773958027	0
1804	BR-21GS-C3-143-6	GETGV	-0.542635885980374	0.0175173751813278	0.105067321061243	-0.30192523416209	-0.0444397836450446	-0.0108220919931328	0.000418843686625816	0.0231963773958027	-3.15804213597356e-05
1805	BR-21GS-C3-144-2	GEBV	-0.280447194812985	-0.0231961605315576	-0.0146654292511467	-0.277632693087253	0.35609387325267	0	-0.0009260632195957	-0.00605115259959136	0
1806	BR-21GS-C3-144-2	GETGV	-0.0427149571002846	-0.0646193619086638	-0.126110238641706	-0.479043512018792	0.35609387325267	-0.0011059770670949	0.0587463515742782	-0.00605115259959136	-5.93050452268318e-05
1807	BR-21GS-C3-144-11	GEBV	0.5484711999762	0.0576122000923731	0.0798173847089327	-0.0402340070797709	0.0289707813116959	0	-0.0068228914477622	-0.0348864969070692	0
1808	BR-21GS-C3-144-11	GETGV	0.520960035932159	0.151274816978125	0.268141776203298	0.0122231629043983	0.0289707813116959	-0.0147885739704303	0.0359694665427044	-0.0348864969070692	-0.000137299636827356
1809	BR-21GS-C3-145-5	GEBV	0.625264184269127	0.147127539100945	0.142655428862883	0.407539560926166	-0.138127087520822	0	-0.0148561447287981	-0.000267009970709399	0
1810	BR-21GS-C3-145-5	GETGV	0.249681674870675	0.0838773209881326	0.15701841231223	0.428928073069561	-0.138127087520822	0.00527137188512871	-0.0875346816094409	-0.000267009970709399	7.87514312142206e-05
1811	BR-21GS-C3-145-15	GEBV	0.898257445871755	0.0561495407149595	0.174274390409246	0.576229159823064	-0.287857154842045	0	-0.0102626145949262	-0.0410811221037049	0
1812	BR-21GS-C3-145-15	GETGV	0.526507472310749	0.0602714842956035	0.179846007287558	0.56353102319785	-0.287857154842045	0.0115748266205537	0.0510875741759622	-0.0410811221037049	-2.46330047627087e-05
1813	BR-21GS-C3-136-3	GEBV	-0.847003577805253	-0.000719790719628168	0.136825543804544	0.57380313447139	-0.499373988914358	0	0.004651161998227	0.0272282712818703	0
1814	BR-21GS-C3-136-3	GETGV	-0.84565503096927	0.0191123392280828	0.122170094625518	0.522003733339848	-0.499373988914358	-0.00247745510016012	-0.0187890804419184	0.0272282712818703	0.000148694018235438
1815	BR-21GS-C3-136-11	GEBV	-0.0381119172813597	0.115996179804982	0.0537999339516122	0.00996897185669566	0.244154963901783	0	-0.00367178302032949	0.0148194491443206	0
1816	BR-21GS-C3-136-11	GETGV	0.0393426394961479	0.157470868995141	0.226101461597865	-0.465351628743685	0.244154963901783	0.0116999334709147	-0.0105854706310772	0.0148194491443206	-6.17701679446712e-05
1817	BR-21GS-C3-139-1	GEBV	0.398481055892843	-0.0333869676678113	-0.0773461453971358	-0.200808056120275	0.305994977930493	0	-0.00693664860286545	0.000990884499104231	0
1818	BR-21GS-C3-139-1	GETGV	0.570754310618516	0.113493661189613	0.121078262599413	0.0424687865742691	0.305994977930493	-0.0271180523672288	-0.0250288436549025	0.000990884499104231	2.74826682617068e-05
1819	BR-21GS-C3-141-4	GEBV	0.778274165591639	0.0906952333103564	0.185478467521672	0.074050556365487	1.44080327220778	0	-0.00392618962899163	-0.00735815858097716	0
1820	BR-21GS-C3-141-4	GETGV	0.633655190335788	0.0238418114405144	0.150501448707035	0.381855190541236	1.44080327220778	-0.0101675075245552	-0.00365166307982806	-0.00735815858097716	-7.29781040896495e-05
1821	BR-21GS-C3-141-12	GEBV	1.71784036527936	0.131575296505025	0.114334316904331	0.00678154014291912	1.61621115625361	0	-0.00844711382153752	-0.00510047665320625	0
1822	BR-21GS-C3-141-12	GETGV	1.39827470641604	0.110382551123418	0.100834617929456	-0.319532305759262	1.61621115625361	-0.012653521057209	0.0023568936989999	-0.00510047665320625	8.88953539630651e-05
1823	BR-21GS-C3-142-9	GEBV	1.47524165619158	-0.0191895640593167	0.0484759685830043	-0.140805515122552	0.463624031517666	0	-0.00568958121972243	-0.0162237109392177	0
1824	BR-21GS-C3-142-9	GETGV	1.24708170049934	-0.0645699516063981	0.0557127872062398	0.236338198598293	0.463624031517666	0.0107718248892699	0.00186883616899596	-0.0162237109392177	-5.00415999854084e-07
